
# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
2024 02 06 33639 33639.5 2598  7  3.000  2.000  1.333  1.667  1.667  1.667  2.000  0.667   15    7    5    6    6    6    7    3     7 157    190.3    185.1 1
2024 02 07 33640 33640.5 2598  8  0.000  0.333  1.333  1.333  1.333  0.667  0.667  0.667    0    2    5    5    5    3    3    3     3 150    188.4    183.3 1
2024 02 08 33641 33641.5 2598  9  0.667  1.000  0.667  1.333  1.667  1.667  1.667  0.333    3    4    3    5    6    6    6    2     4 165    185.0    180.0 1
2024 02 09 33642 33642.5 2598 10  0.667  0.000  0.333  1.333  2.000  0.333  1.000  3.000    3    0    2    5    7    2    4   15     5 129    183.4    178.6 1
2024 02 10 33643 33643.5 2598 11  0.667  0.667  1.333  2.333  1.667  0.667  0.333  0.667    3    3    5    9    6    3    2    3     4 150    193.8    188.7 1
2024 02 11 33644 33644.5 2598 12  4.333  3.333  3.333  3.000  1.667  2.333  1.667  1.667   32   18   18   15    6    9    6    6    14 167    180.4    175.7 1
2024 02 12 33645 33645.5 2598 13  1.667  2.333  2.000  0.333  0.333  0.333  0.333  0.333    6    9    7    2    2    2    2    2     4 157    208.3    203.0 1
2024 02 13 33646 33646.5 2598 14  1.333  2.000  1.000  2.000  2.000  3.667  2.000  2.667    5    7    4    7    7   22    7   12     9 138    194.8    189.9 1
2024 02 14 33647 33647.5 2598 15  3.000  2.333  0.667  1.000  0.667  0.667  0.333  1.000   15    9    3    4    3    3    2    4     5 143    184.1    179.5 1
2024 02 15 33648 33648.5 2598 16  1.000  0.333  0.667  0.667  0.667  0.667  1.333  0.667    4    2    3    3    3    3    5    3     3 147    178.3    173.9 1
2024 02 16 33649 33649.5 2598 17  1.000  0.000  0.667  1.333  2.000  1.333  0.000  0.667    4    0    3    5    7    5    0    3     3 145    168.8    164.8 1
2024 02 17 33650 33650.5 2598 18  1.000  0.333  0.000  1.333  1.667  0.667  1.333  2.000    4    2    0    5    6    3    5    7     4 120    169.9    165.9 1
2024 02 18 33651 33651.5 2598 19  3.333  1.667  1.000  1.333  1.000  0.333  0.333  0.000   18    6    4    5    4    2    2    0     5 102    156.5    152.9 1
2024 02 19 33652 33652.5 2598 20  0.000  0.000  0.000  0.000  0.333  0.000  0.333  0.333    0    0    0    0    2    0    2    2     1  73    152.1    148.6 1
2024 02 20 33653 33653.5 2598 21  0.333  0.667  2.000  1.667  2.000  1.333  1.000  2.333    2    3    7    6    7    5    4    9     5  54    152.6    149.2 1
2024 02 21 33654 33654.5 2598 22  0.667  0.000  0.667  0.667  0.667  1.333  1.333  0.333    3    0    3    3    3    5    5    2     3  51    169.9    166.2 1
2024 02 22 33655 33655.5 2598 23  1.667  1.333  1.667  1.667  1.000  1.000  1.333  1.000    6    5    6    6    4    4    5    4     5  58    173.3    169.6 1
2024 02 23 33656 33656.5 2598 24  0.000  0.000  0.333  1.000  1.333  0.667  0.333  0.667    0    0    2    4    5    3    2    3     2 106    172.9    169.2 1
2024 02 24 33657 33657.5 2598 25  0.667  0.333  0.667  1.000  2.000  2.333  2.000  2.333    3    2    3    4    7    9    7    9     6 111    179.2    175.5 1
2024 02 25 33658 33658.5 2598 26  2.333  3.000  2.000  2.000  3.000  1.667  2.667  2.667    9   15    7    7   15    6   12   12    10 115    180.8    177.1 1
2024 02 26 33659 33659.5 2598 27  3.000  3.000  2.333  2.667  2.333  1.333  1.333  2.000   15   15    9   12    9    5    5    7    10 137    171.7    168.3 1
2024 02 27 33660 33660.5 2599  1  3.667  4.333  3.000  0.667  1.000  1.000  3.000  1.000   22   32   15    3    4    4   15    4    12 120    168.3    165.1 1
2024 02 28 33661 33661.5 2599  2  1.000  1.333  1.667  2.000  0.667  0.667  1.000  1.000    4    5    6    7    3    3    4    4     4 131    179.1    175.7 1
2024 02 29 33662 33662.5 2599  3  0.333  0.000  1.000  1.333  1.667  1.000  0.333  0.667    2    0    4    5    6    4    2    3     3 128    164.1    161.1 1
2024 03 01 33663 33663.5 2599  4  2.667  2.667  2.333  1.000  1.333  1.667  1.333  0.667   12   12    9    4    5    6    5    3     7 119    152.8    150.1 1
2024 03 02 33664 33664.5 2599  5  2.333  1.333  0.667  0.667  1.667  0.333  0.333  0.667    9    5    3    3    6    2    2    3     4  97    152.3    149.7 1
2024 03 03 33665 33665.5 2599  6  2.667  0.667  0.333  3.333  5.000  5.667  6.333  4.000   12    3    2   18   48   67   94   27    34 101    145.5    143.1 1
2024 03 04 33666 33666.5 2599  7  4.000  2.333  2.000  1.333  1.333  1.000  1.000  2.333   27    9    7    5    5    4    4    9     9 109    139.9    137.6 1
2024 03 05 33667 33667.5 2599  8  2.667  1.000  2.000  1.333  1.667  1.000  1.667  0.333   12    4    7    5    6    4    6    2     6 111    141.5    139.2 1
2024 03 06 33668 33668.5 2599  9  0.667  3.000  1.000  1.667  1.667  1.333  0.000  0.333    3   15    4    6    6    5    0    2     5 101    136.0    133.9 1
2024 03 07 33669 33669.5 2599 10  2.333  1.333  2.333  2.667  2.000  2.667  3.667  3.000    9    5    9   12    7   12   22   15    11  97    136.6    134.5 1
2024 03 08 33670 33670.5 2599 11  2.667  3.000  2.000  0.667  1.667  0.667  1.667  3.667   12   15    7    3    6    3    6   22     9 102    129.0    127.2 1
2024 03 09 33671 33671.5 2599 12  4.000  3.000  2.333  2.000  1.667  1.333  2.667  1.667   27   15    9    7    6    5   12    6    11  95    134.5    132.6 1
2024 03 10 33672 33672.5 2599 13  1.667  1.333  1.667  2.333  1.667  2.000  2.333  0.667    6    5    6    9    6    7    9    3     6  77    127.0    125.3 1
2024 03 11 33673 33673.5 2599 14  1.333  1.000  2.000  1.000  0.667  1.000  0.000  0.667    5    4    7    4    3    4    0    3     4  75    126.7    125.1 1
2024 03 12 33674 33674.5 2599 15  2.333  0.333  1.000  1.333  1.333  1.667  0.333  0.000    9    2    4    5    5    6    2    0     4  84    130.5    128.9 1
2024 03 13 33675 33675.5 2599 16  1.000  0.333  3.333  2.000  2.333  3.000  2.000  0.667    4    2   18    7    9   15    7    3     8  81    128.3    126.8 1
2024 03 14 33676 33676.5 2599 17  0.667  2.333  1.333  1.667  1.000  1.667  1.667  3.000    3    9    5    6    4    6    6   15     7  70    127.1    125.7 1
2024 03 15 33677 33677.5 2599 18  3.333  2.333  2.000  1.333  1.333  0.667  0.333  0.333   18    9    7    5    5    3    2    2     6  53    129.0    127.7 1
2024 03 16 33678 33678.5 2599 19  0.333  0.000  0.333  0.000  0.667  0.667  0.333  0.000    2    0    2    0    3    3    2    0     2  63    144.1    142.6 1
2024 03 17 33679 33679.5 2599 20  0.000  0.000  0.333  0.000  0.000  0.000  0.000  0.000    0    0    2    0    0    0    0    0     0  74    151.3    149.8 1
2024 03 18 33680 33680.5 2599 21  0.000  0.000  0.333  0.000  0.667  0.667  2.000  2.667    0    0    2    0    3    3    7   12     3 119    177.4    175.8 1
2024 03 19 33681 33681.5 2599 22  2.667  2.000  2.000  2.000  1.333  1.000  1.333  1.333   12    7    7    7    5    4    5    5     6 134    168.9    167.5 1
2024 03 20 33682 33682.5 2599 23  1.333  0.333  1.333  0.667  0.333  0.000  1.000  2.333    5    2    5    3    2    0    4    9     4 124    175.5    174.1 1
2024 03 21 33683 33683.5 2599 24  3.000  2.333  3.000  2.000  4.333  4.667  4.333  4.000   15    9   15    7   32   39   32   27    22 162    196.9    195.5 1
2024 03 22 33684 33684.5 2599 25  3.333  3.000  2.667  3.333  1.000  1.333  0.667  0.333   18   15   12   18    4    5    3    2    10 164    197.6    196.2 1
2024 03 23 33685 33685.5 2599 26  2.667  4.667  4.000  3.333  4.000  3.667  4.667  5.667   12   39   27   18   27   22   39   67    31 157    210.7    209.3 1
2024 03 24 33686 33686.5 2599 27  4.333  3.333  3.333  3.667  6.000  8.333  6.667  4.000   32   18   18   22   80  236  111   27    68 166    195.1    194.0 1
2024 03 25 33687 33687.5 2600  1  4.333  5.000  4.000  4.333  4.000  3.333  2.000  1.667   32   48   27   32   27   18    7    6    25 167    190.1    189.1 1
2024 03 26 33688 33688.5 2600  2  3.000  2.667  0.667  3.000  2.000  2.000  2.667  2.667   15   12    3   15    7    7   12   12    10 141    178.2    177.4 1
2024 03 27 33689 33689.5 2600  3  3.000  1.333  2.333  1.333  0.667  0.667  1.000  1.333   15    5    9    5    3    3    4    5     6 114    174.6    173.9 1
2024 03 28 33690 33690.5 2600  4  2.000  1.333  1.333  1.667  2.667  1.667  2.000  2.333    7    5    5    6   12    6    7    9     7  98    172.7    172.1 1
2024 03 29 33691 33691.5 2600  5  1.667  1.667  1.667  1.333  1.333  0.667  0.333  0.333    6    6    6    5    5    3    2    2     4  81    167.3    166.8 1
2024 03 30 33692 33692.5 2600  6  0.000  0.000  0.333  0.667  1.333  1.667  1.000  1.667    0    0    2    3    5    6    4    6     3  50    139.6    139.3 1
2024 03 31 33693 33693.5 2600  7  3.667  2.000  2.333  1.333  1.000  1.333  1.000  2.333   22    7    9    5    4    5    4    9     8  66    133.6    133.4 1
2024 04 01 33694 33694.5 2600  8  1.667  3.333  3.667  1.667  1.667  2.000  2.333  1.333    6   18   22    6    6    7    9    5    10  32    120.4    120.3 1
2024 04 02 33695 33695.5 2600  9  1.000  1.667  1.333  2.667  2.000  2.000  1.667  1.000    4    6    5   12    7    7    6    4     6  39    112.8    112.7 1
2024 04 03 33696 33696.5 2600 10  2.667  2.333  1.333  0.667  1.667  1.667  0.667  0.333   12    9    5    3    6    6    3    2     6  38    111.7    111.7 1
2024 04 04 33697 33697.5 2600 11  0.000  0.667  2.000  2.667  2.667  3.000  3.000  3.333    0    3    7   12   12   15   15   18    10  48    113.7    113.8 1
2024 04 05 33698 33698.5 2600 12  2.000  3.333  2.667  2.667  2.000  2.333  2.333  2.333    7   18   12   12    7    9    9    9    10  78    120.5    120.6 1
2024 04 06 33699 33699.5 2600 13  3.000  2.667  3.000  1.667  2.000  1.333  1.667  2.000   15   12   15    6    7    5    6    7     9  80    122.9    123.1 1
2024 04 07 33700 33700.5 2600 14  1.333  1.333  0.667  1.333  2.000  2.333  1.667  2.000    5    5    3    5    7    9    6    7     6  84    124.6    124.9 1
2024 04 08 33701 33701.5 2600 15  2.333  2.667  3.333  1.333  0.333  1.333  0.333  0.000    9   12   18    5    2    5    2    0     7  77    124.8    125.2 1
2024 04 09 33702 33702.5 2600 16  0.333  2.333  3.333  1.667  2.333  1.667  2.000  2.667    2    9   18    6    9    6    7   12     9  55    124.4    124.8 1
2024 04 10 33703 33703.5 2600 17  2.667  1.667  1.333  1.667  1.333  2.667  2.000  1.333   12    6    5    6    5   12    7    5     7  55    131.2    131.8 1
2024 04 11 33704 33704.5 2600 18  2.000  2.667  0.333  0.667  1.000  1.000  0.667  1.000    7   12    2    3    4    4    3    4     5  90    143.7    144.4 1
2024 04 12 33705 33705.5 2600 19  1.333  2.333  1.333  1.000  1.000  0.667  0.667  1.333    5    9    5    4    4    3    3    5     5  86    151.5    152.3 1
2024 04 13 33706 33706.5 2600 20  1.333  2.000  0.333  0.333  1.667  1.667  1.000  1.667    5    7    2    2    6    6    4    6     5 120    161.0    161.9 1
2024 04 14 33707 33707.5 2600 21  1.667  0.000  1.333  1.333  1.333  1.333  1.333  1.667    6    0    5    5    5    5    5    6     5 148    178.4    179.5 1
2024 04 15 33708 33708.5 2600 22  1.333  1.333  0.333  1.333  0.667  2.000  2.333  2.667    5    5    2    5    3    7    9   12     6 171    191.9    193.2 1
2024 04 16 33709 33709.5 2600 23  4.000  3.333  4.000  3.333  3.333  4.667  5.333  5.000   27   18   27   18   18   39   56   48    31 181    198.7    200.2 1
2024 04 17 33710 33710.5 2600 24  3.000  1.000  0.667  1.333  0.667  1.667  1.333  2.000   15    4    3    5    3    6    5    7     6 209    216.5    218.2 1
2024 04 18 33711 33711.5 2600 25  1.333  0.333  0.333  0.667  0.667  0.667  0.333  1.667    5    2    2    3    3    3    2    6     3 223    226.9    228.8 1
2024 04 19 33712 33712.5 2600 26  1.667  2.333  4.667  4.667  5.000  5.667  7.000  3.667    6    9   39   39   48   67  132   22    45 240    213.4    215.4 1
2024 04 20 33713 33713.5 2600 27  2.000  2.000  2.667  2.667  1.667  2.667  2.333  2.667    7    7   12   12    6   12    9   12    10 232    209.5    211.6 1
2024 04 21 33714 33714.5 2601  1  3.333  3.000  2.333  3.000  4.000  3.667  3.667  3.000   18   15    9   15   27   22   22   15    18 231    217.1    219.4 1
2024 04 22 33715 33715.5 2601  2  2.000  2.333  2.333  1.333  1.333  1.667  1.667  2.333    7    9    9    5    5    6    6    9     7 265    226.8    229.2 1
2024 04 23 33716 33716.5 2601  3  1.333  1.000  1.667  1.667  1.667  1.333  2.667  2.000    5    4    6    6    6    5   12    7     6 266    219.1    221.6 1
2024 04 24 33717 33717.5 2601  4  1.000  0.667  0.333  0.333  0.667  0.667  0.333  0.667    4    3    2    2    3    3    2    3     3 251    199.1    201.4 1
2024 04 25 33718 33718.5 2601  5  0.000  0.000  0.000  0.667  0.667  0.333  0.667  0.667    0    0    0    3    3    2    3    3     2 209    166.7    168.8 1
2024 04 26 33719 33719.5 2601  6  1.000  2.667  3.000  2.000  4.000  5.000  3.333  2.000    4   12   15    7   27   48   18    7    17 141    152.6    154.6 1
2024 04 27 33720 33720.5 2601  7  3.333  3.000  1.667  1.000  3.333  2.333  3.000  2.667   18   15    6    4   18    9   15   12    12 139    152.6    154.6 1
2024 04 28 33721 33721.5 2601  8  3.667  2.000  1.000  0.667  0.667  0.667  0.333  1.000   22    7    4    3    3    3    2    4     6 119    140.1    142.0 1
2024 04 29 33722 33722.5 2601  9  1.667  1.333  1.333  1.333  1.333  1.667  2.667  1.000    6    5    5    5    5    6   12    4     6 100    137.6    139.5 1
2024 04 30 33723 33723.5 2601 10  1.667  1.333  0.000  0.667  2.667  3.333  4.000  4.333    6    5    0    3   12   18   27   32    13  87    130.2    132.1 1
2024 05 01 33724 33724.5 2601 11  3.667  2.000  1.667  0.333  1.000  1.000  2.000  1.000   22    7    6    2    4    4    7    4     7 116    134.8    136.9 1
2024 05 02 33725 33725.5 2601 12  2.333  1.667  2.333  3.333  5.000  6.667  6.667  4.000    9    6    9   18   48  111  111   27    42 144    141.9    144.1 1
2024 05 03 33726 33726.5 2601 13  4.000  3.000  1.000  1.333  0.667  0.667  1.667  1.333   27   15    4    5    3    3    6    5     8 160    156.0    158.6 1
2024 05 04 33727 33727.5 2601 14  0.667  0.667  0.333  0.667  0.667  1.000  1.333  3.000    3    3    2    3    3    4    5   15     5 183    166.6    169.5 1
2024 05 05 33728 33728.5 2601 15  1.667  1.333  2.000  1.667  1.000  1.333  3.000  4.333    6    5    7    6    4    5   15   32    10 183    176.9    180.0 1
2024 05 06 33729 33729.5 2601 16  5.333  2.333  2.333  2.333  4.000  2.000  2.000  1.333   56    9    9    9   27    7    7    5    16 202    171.2    174.3 1
2024 05 07 33730 33730.5 2601 17  1.333  1.333  1.000  1.333  2.000  2.667  1.333  1.333    5    5    4    5    7   12    5    5     6 193    203.6    207.4 1
2024 05 08 33731 33731.5 2601 18  1.000  1.667  1.667  1.667  1.667  2.000  0.667  1.000    4    6    6    6    6    7    3    4     5 173    227.1    231.4 1
2024 05 09 33732 33732.5 2601 19  0.667  1.333  0.667  1.333  1.000  1.000  2.333  2.000    3    5    3    5    4    4    9    7     5 180    233.2    237.7 1
2024 05 10 33733 33733.5 2601 20  2.667  2.667  2.333  2.000  3.667  7.667  8.667  8.667   12   12    9    7   22  179  300  300   105 173    223.4    227.9 1
2024 05 11 33734 33734.5 2601 21  9.000  8.333  8.333  9.000  8.667  8.333  7.667  7.667  400  236  236  400  300  236  179  179   271 170    213.7    218.0 1
2024 05 12 33735 33735.5 2601 22  6.333  7.000  3.667  4.333  2.000  3.000  4.000  6.333   94  132   22   32    7   15   27   94    53 200    221.8    226.4 1
2024 05 13 33736 33736.5 2601 23  5.333  6.000  3.333  2.667  3.333  2.667  2.333  2.333   56   80   18   12   18   12    9    9    27 243    215.4    220.0 1
2024 05 14 33737 33737.5 2601 24  1.333  1.333  1.333  2.333  2.333  1.667  2.000  0.667    5    5    5    9    9    6    7    3     6 203    219.8    224.6 1
2024 05 15 33738 33738.5 2601 25  1.333  2.000  2.333  2.667  2.000  2.000  3.000  2.333    5    7    9   12    7    7   15    9     9 210    216.0    220.8 1
2024 05 16 33739 33739.5 2601 26  2.667  3.000  6.000  5.000  4.333  3.000  2.333  1.000   12   15   80   48   32   15    9    4    27 211    207.2    211.9 1
2024 05 17 33740 33740.5 2601 27  1.333  2.333  1.333  1.667  3.667  5.333  6.000  5.333    5    9    5    6   22   56   80   56    30 200    204.1    208.7 1
2024 05 18 33741 33741.5 2602  1  4.000  3.333  2.333  3.000  2.000  2.000  1.333  1.000   27   18    9   15    7    7    5    4    12 179    194.3    198.8 1
2024 05 19 33742 33742.5 2602  2  1.000  2.667  1.000  2.000  2.667  2.000  2.333  1.667    4   12    4    7   12    7    9    6     8 183    200.7    205.5 1
2024 05 20 33743 33743.5 2602  3  0.667  2.333  2.333  0.667  2.000  0.667  0.667  2.000    3    9    9    3    7    3    3    7     6 155    199.7    204.5 1
2024 05 21 33744 33744.5 2602  4  1.667  0.667  0.667  2.333  2.667  2.667  1.667  1.333    6    3    3    9   12   12    6    5     7 177    190.8    195.4 1
2024 05 22 33745 33745.5 2602  5  1.667  0.333  0.333  0.000  0.333  0.667  1.333  1.333    6    2    2    0    2    3    5    5     3 164    195.7    200.6 1
2024 05 23 33746 33746.5 2602  6  0.667  1.333  1.333  2.000  2.333  1.667  2.333  3.333    3    5    5    7    9    6    9   18     8 144    176.2    180.7 1
2024 05 24 33747 33747.5 2602  7  2.333  3.000  2.667  3.000  2.000  1.333  0.333  1.000    9   15   12   15    7    5    2    4     9 142    162.8    167.0 1
2024 05 25 33748 33748.5 2602  8  1.333  1.333  1.333  0.667  0.667  2.000  1.333  2.333    5    5    5    3    3    7    5    9     5 112    152.4    156.4 1
2024 05 26 33749 33749.5 2602  9  1.333  2.333  0.667  2.333  2.667  2.667  2.667  1.000    5    9    3    9   12   12   12    4     8 128    155.6    159.7 1
2024 05 27 33750 33750.5 2602 10  1.000  0.333  2.333  3.000  2.333  1.333  1.333  2.000    4    2    9   15    9    5    5    7     7 142    170.0    174.6 1
2024 05 28 33751 33751.5 2602 11  2.000  1.667  1.667  0.667  0.333  0.667  0.667  0.667    7    6    6    3    2    3    3    3     4 163    166.4    170.9 1
2024 05 29 33752 33752.5 2602 12  0.333  0.667  1.667  1.667  1.000  1.667  2.333  1.667    2    3    6    6    4    6    9    6     5 169    170.5    175.2 1
2024 05 30 33753 33753.5 2602 13  0.333  0.667  0.667  1.333  2.000  3.333  2.000  2.667    2    3    3    5    7   18    7   12     7 165    172.9    177.7 1
2024 05 31 33754 33754.5 2602 14  2.667  4.333  2.333  1.000  1.333  1.667  1.667  1.333   12   32    9    4    5    6    6    5    10 155    179.4    184.5 1
2024 06 01 33755 33755.5 2602 15  2.667  0.333  0.667  1.000  1.333  1.333  0.667  0.000   12    2    3    4    5    5    3    0     4 188    226.9    233.3 1
2024 06 02 33756 33756.5 2602 16  0.333  0.667  0.333  1.000  0.667  1.000  1.333  2.333    2    3    2    4    3    4    5    9     4 203    179.8    185.0 1
2024 06 03 33757 33757.5 2602 17  1.667  1.000  1.333  1.667  1.667  1.333  2.000  4.333    6    4    5    6    6    5    7   32     9 216    186.0    191.4 1
2024 06 04 33758 33758.5 2602 18  2.333  2.667  2.000  2.000  1.000  0.667  0.333  0.333    9   12    7    7    4    3    2    2     6 216    192.3    198.0 1
2024 06 05 33759 33759.5 2602 19  0.667  2.000  1.667  1.333  2.333  1.333  1.667  2.333    3    7    6    5    9    5    6    9     6 180    195.3    201.1 1
2024 06 06 33760 33760.5 2602 20  1.667  1.333  2.000  0.667  1.667  1.667  0.333  0.333    6    5    7    3    6    6    2    2     5 161    190.9    196.7 1
2024 06 07 33761 33761.5 2602 21  1.000  2.333  2.333  3.667  6.333  5.667  3.000  3.000    4    9    9   22   94   67   15   15    29 163    184.4    190.0 1
2024 06 08 33762 33762.5 2602 22  4.667  3.000  2.667  2.667  2.000  2.667  2.000  1.667   39   15   12   12    7   12    7    6    14 170    190.4    196.2 1
2024 06 09 33763 33763.5 2602 23  1.333  0.667  1.000  0.667  2.000  1.000  1.667  1.333    5    3    4    3    7    4    6    5     5 148    180.9    186.4 1
2024 06 10 33764 33764.5 2602 24  1.333  0.333  0.667  1.000  0.667  3.667  4.000  2.000    5    2    3    4    3   22   27    7     9 122    177.8    183.3 1
2024 06 11 33765 33765.5 2602 25  3.667  4.333  2.333  1.333  1.000  1.000  0.667  1.333   22   32    9    5    4    4    3    5    10 100    164.9    170.1 1
2024 06 12 33766 33766.5 2602 26  0.667  0.667  0.667  0.667  1.000  1.333  1.000  1.333    3    3    3    3    4    5    4    5     4 118    164.9    170.0 1
2024 06 13 33767 33767.5 2602 27  0.333  0.333  0.333  0.333  1.000  1.000  1.000  0.000    2    2    2    2    4    4    4    0     2 149    170.1    175.5 1
2024 06 14 33768 33768.5 2603  1  0.333  0.667  2.000  1.667  1.000  0.667  1.667  2.333    2    3    7    6    4    3    6    9     5 157    169.0    174.3 1
2024 06 15 33769 33769.5 2603  2  2.333  2.333  2.000  3.000  4.667  3.333  2.667  4.000    9    9    7   15   39   18   12   27    17 146    170.7    176.1 1
2024 06 16 33770 33770.5 2603  3  2.667  0.667  2.000  3.333  3.667  3.000  4.000  1.667   12    3    7   18   22   15   27    6    14 149    167.3    172.6 1
2024 06 17 33771 33771.5 2603  4  2.000  2.333  1.667  1.667  2.333  3.333  3.333  3.000    7    9    6    6    9   18   18   15    11 140    179.9    185.7 1
2024 06 18 33772 33772.5 2603  5  1.667  2.667  2.667  2.667  2.667  3.333  1.667  1.333    6   12   12   12   12   18    6    5    10 135    192.7    199.0 1
2024 06 19 33773 33773.5 2603  6  2.667  3.000  2.000  1.333  3.333  2.667  2.000  1.000   12   15    7    5   18   12    7    4    10 150    196.0    202.3 1
2024 06 20 33774 33774.5 2603  7  2.000  1.333  1.333  1.000  1.667  1.333  2.333  2.333    7    5    5    4    6    5    9    9     6 165    203.3    210.0 1
2024 06 21 33775 33775.5 2603  8  1.333  1.333  0.667  0.333  0.333  0.333  1.000  0.667    5    5    3    2    2    2    4    3     3 148    196.9    203.3 1
2024 06 22 33776 33776.5 2603  9  1.333  0.333  0.333  0.333  0.667  1.000  0.667  0.667    5    2    2    2    3    4    3    3     3 160    195.7    202.1 1
2024 06 23 33777 33777.5 2603 10  1.000  1.667  2.667  3.000  3.333  2.667  2.333  1.667    4    6   12   15   18   12    9    6    10 164    195.8    202.2 1
2024 06 24 33778 33778.5 2603 11  1.667  0.333  0.333  0.333  0.667  0.667  1.000  1.333    6    2    2    2    3    3    4    5     3 153    198.7    205.3 1
2024 06 25 33779 33779.5 2603 12  1.333  1.333  2.000  2.000  1.667  2.667  1.667  1.000    5    5    7    7    6   12    6    4     6 146    193.7    200.1 1
2024 06 26 33780 33780.5 2603 13  1.000  1.333  2.333  2.667  2.667  2.667  2.333  1.333    4    5    9   12   12   12    9    5     8 180    181.4    187.4 1
2024 06 27 33781 33781.5 2603 14  1.667  1.333  0.667  1.000  2.000  2.333  2.333  3.333    6    5    3    4    7    9    9   18     8 174    182.5    188.6 1
2024 06 28 33782 33782.5 2603 15  3.667  4.000  4.000  6.000  7.667  5.667  5.333  3.667   22   27   27   80  179   67   56   22    60 177    180.7    186.7 1
2024 06 29 33783 33783.5 2603 16  4.000  2.333  2.000  2.333  2.000  3.000  3.000  2.667   27    9    7    9    7   15   15   12    13 218    186.4    192.7 1
2024 06 30 33784 33784.5 2603 17  2.333  2.333  1.333  2.667  3.333  3.667  2.333  1.667    9    9    5   12   18   22    9    6    11 208    173.8    179.6 1
2024 07 01 33785 33785.5 2603 18  1.667  1.333  1.667  1.333  1.667  1.333  0.667  0.667    6    5    6    5    6    5    3    3     5 195    170.6    176.3 0
2024 07 02 33786 33786.5 2603 19  0.667  1.333  0.667  0.333  1.667  0.667  1.000  1.333    3    5    3    2    6    3    4    5     4 205    163.8    169.3 0
2024 07 03 33787 33787.5 2603 20  1.000  1.333  1.333  0.667  1.000  0.667  1.000  1.333    4    5    5    3    4    3    4    5     4 181    167.4    173.1 0
